Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Num_Wpixels,Num_Bpixels,Wpixels_ratio
img07.bmp,bottom_left,void,18,239,75.148,0.923,-0.988,0.909,0.449,29.999,11.519,17.444,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,19,678,110.083,0.72,-1.327,0.944,0.615,37.349,25.933,29.381,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,20,659,116.569,0.887,-1.112,0.943,0.528,45.054,20.781,28.967,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,21,277,76.77,0.919,0.558,0.92,0.495,31.743,12.509,18.78,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,22,152,58.971,0.951,-0.144,0.879,0.608,25.9,8.043,13.912,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,23,678,119.74,0.884,-1.156,0.942,0.531,45.636,21.337,29.381,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,24,450,85.012,0.506,-0.152,0.949,0.647,27.033,23.324,23.937,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,25,416,91.012,0.848,0.567,0.922,0.559,33.821,17.95,23.015,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,26,399,82.184,0.782,0.953,0.945,0.614,29.708,18.528,22.539,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,27,73,31.899,0.807,-0.171,0.948,0.76,12.792,7.548,9.641,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,28,372,85.841,0.865,1.166,0.937,0.537,32.346,16.209,21.763,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,29,416,85.598,0.798,1.48,0.948,0.63,30.999,18.661,23.015,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,30,478,88.426,0.296,0.37,0.968,0.632,26.705,25.505,24.67,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,31,371,85.012,0.831,0.681,0.93,0.53,31.02,17.267,21.734,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,32,114,45.799,0.919,-0.287,0.919,0.6,19.813,7.792,12.048,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,33,404,83.012,0.661,-0.53,0.944,0.601,27.553,20.665,22.68,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,34,427,85.841,0.58,0.254,0.949,0.614,27.451,22.357,23.317,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,35,337,84.569,0.914,0.99,0.939,0.421,34.671,14.058,20.714,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,36,485,93.841,0.81,0.963,0.958,0.583,34.411,20.187,24.85,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,37,223,64.87,0.882,1.41,0.949,0.635,25.768,12.144,16.85,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,38,116,47.835,0.903,-1.205,0.899,0.509,19.361,8.312,12.153,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,39,104,49.556,0.959,1.487,0.86,0.675,22.611,6.42,11.507,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,40,236,66.249,0.873,1.403,0.94,0.648,26.239,12.79,17.334,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,41,167,60.284,0.939,1.286,0.918,0.535,26.045,8.936,14.582,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,42,115,45.799,0.899,-1.218,0.906,0.55,18.89,8.29,12.101,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,43,2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.596,25,43,36860,15352,0.7059679767103348
img07.bmp,top_right,part,0,38000,4089.649,0.106,1.447,0.762,0.744,275.692,274.136,219.962,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,1,94,39.556,0.89,1.424,0.94,0.734,16.587,7.577,10.94,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,2,84,37.899,0.89,-1.436,0.903,0.7,15.856,7.243,10.342,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,3,274,81.977,0.941,-1.376,0.91,0.507,34.043,11.523,18.678,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,4,167,56.971,0.891,1.534,0.898,0.66,22.878,10.391,14.582,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,5,96,42.042,0.929,0.921,0.95,0.5,18.672,6.91,11.056,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,6,211,74.87,0.963,-1.358,0.879,0.533,33.337,8.979,16.391,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,7,315,71.598,0.572,0.614,0.938,0.595,23.213,19.038,20.027,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,8,343,76.184,0.677,1.054,0.942,0.6,25.824,19.017,20.898,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,9,249,67.87,0.836,0.347,0.915,0.586,25.188,13.838,17.806,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,10,380,89.74,0.896,-0.918,0.929,0.454,34.665,15.404,21.996,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,11,392,82.083,0.733,0.807,0.945,0.558,28.487,19.378,22.341,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,12,380,90.184,0.896,-1.341,0.925,0.556,34.702,15.377,21.996,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,13,79,40.835,0.966,-0.516,0.859,0.399,20.36,5.247,10.029,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,14,214,78.87,0.969,0.236,0.877,0.495,35.144,8.635,16.507,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,15,205,72.77,0.948,-0.998,0.915,0.407,30.304,9.669,16.156,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,16,105,59.799,0.986,0.213,0.795,0.432,29.458,4.919,11.562,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,17,628,106.083,0.767,-1.377,0.947,0.612,37.01,23.736,28.277,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,18,575,106.912,0.876,-1.129,0.926,0.546,41.103,19.85,27.058,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,19,29,20.485,0.915,-0.261,0.879,0.644,9.576,3.856,6.077,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,20,326,80.426,0.865,0.731,0.924,0.522,30.786,15.428,20.373,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,21,579,108.669,0.868,-1.149,0.918,0.55,40.971,20.38,27.152,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,22,358,76.527,0.626,0.151,0.942,0.682,25.264,19.692,21.35,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,23,395,80.77,0.77,1.004,0.94,0.636,29.234,18.637,22.426,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,24,501,95.012,0.734,0.684,0.945,0.596,32.902,22.352,25.257,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,25,12,12.207,0.968,-0.047,0.923,0.857,7.811,1.969,3.909,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,26,368,79.012,0.735,1.453,0.941,0.604,27.497,18.654,21.646,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,27,369,84.426,0.846,1.212,0.929,0.549,31.143,16.613,21.675,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,28,397,85.598,0.635,0.12,0.919,0.591,27.349,21.119,22.483,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,29,466,89.012,0.711,0.715,0.951,0.639,30.433,21.398,24.358,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,30,364,80.426,0.742,-0.408,0.933,0.571,27.83,18.651,21.528,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,31,378,82.77,0.708,0.072,0.926,0.6,27.611,19.498,21.938,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,32,349,86.983,0.891,0.986,0.926,0.436,33.362,15.154,21.08,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,33,22,17.657,0.919,-0.245,0.917,0.688,8.525,3.37,5.293,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,34,560,100.669,0.732,1.042,0.935,0.61,34.372,23.429,26.702,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,35,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,36,70,38.835,0.962,0.574,0.864,0.398,18.585,5.066,9.441,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,37,230,61.698,0.809,1.364,0.939,0.639,23.258,13.677,17.113,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,38,112,44.042,0.843,-1.156,0.918,0.549,17.132,9.225,11.942,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,39,25,19.935,0.964,0.845,0.926,0.397,10.949,2.896,5.642,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,40,130,57.763,0.951,1.535,0.839,0.625,25.553,7.887,12.866,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,41,263,66.77,0.795,1.38,0.946,0.595,24.844,15.084,18.299,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,42,209,65.527,0.897,1.265,0.913,0.533,25.818,11.411,16.313,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,43,129,46.87,0.851,-1.116,0.928,0.551,18.483,9.721,12.816,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,44,61,32.627,0.904,0.854,0.897,0.462,13.879,5.923,8.813,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,45,31,20.657,0.958,1.233,0.861,0.564,11.953,3.441,6.283,26,46,38000,13529,0.7374488152302587
img07.bmp,top_right,void,46,54,34.485,0.968,1.358,0.885,0.562,16.955,4.239,8.292,26,46,38000,13529,0.7374488152302587
img07.bmp,bottom_right,part,0,37702,4029.306,0.135,-1.123,0.752,0.735,278.19,275.65,219.097,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,1,183,56.627,0.842,1.216,0.938,0.64,21.668,11.687,15.264,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,2,148,53.213,0.87,-1.276,0.902,0.587,20.843,10.259,13.727,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,3,417,92.669,0.885,-1.464,0.933,0.549,36.132,16.844,23.042,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,4,267,70.456,0.79,-1.505,0.911,0.604,25.013,15.34,18.438,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,5,168,57.355,0.879,0.845,0.898,0.494,21.938,10.476,14.625,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,6,321,88.598,0.934,-1.4,0.894,0.514,36.14,12.868,20.217,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,7,384,77.598,0.532,0.468,0.95,0.64,25.101,21.262,22.112,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,8,424,83.255,0.612,0.867,0.942,0.604,27.345,21.617,23.235,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,9,306,75.698,0.824,0.236,0.905,0.63,27.666,15.689,19.739,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,10,471,98.569,0.856,-0.954,0.929,0.478,36.084,18.682,24.489,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,11,459,87.497,0.662,0.777,0.946,0.607,29.256,21.93,24.175,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,12,120,50.284,0.941,-0.486,0.87,0.462,22.124,7.504,12.361,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,13,159,68.249,0.976,0.202,0.869,0.513,31.642,6.871,14.228,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,14,258,82.527,0.96,0.192,0.872,0.512,36.247,10.145,18.124,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,15,422,94.77,0.898,-1.337,0.919,0.57,37.048,16.311,23.18,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,16,277,82.426,0.93,-1.074,0.911,0.433,33.056,12.14,18.78,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,17,676,110.326,0.742,-1.375,0.945,0.598,37.824,25.348,29.338,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,18,592,113.397,0.884,-1.065,0.925,0.481,42.502,19.864,27.455,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,19,26,19.071,0.875,-0.189,0.812,0.65,8.412,4.07,5.754,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,20,343,84.669,0.907,0.68,0.92,0.473,34.081,14.316,20.898,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,21,601,110.912,0.881,-1.114,0.929,0.537,42.329,20.04,27.663,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,22,510,97.841,0.809,0.709,0.944,0.588,35.281,20.742,25.482,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,23,364,77.012,0.577,-0.195,0.943,0.636,24.972,20.392,21.528,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,24,414,84.184,0.79,0.96,0.932,0.616,30.615,18.763,22.959,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,25,22,16.243,0.856,-0.081,0.917,0.786,7.417,3.836,5.293,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,26,369,79.598,0.532,-0.242,0.937,0.617,24.87,21.052,21.675,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,27,360,85.598,0.874,1.225,0.923,0.562,32.302,15.676,21.409,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,28,358,76.77,0.773,1.557,0.942,0.65,27.917,17.7,21.35,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,29,445,90.426,0.782,0.796,0.949,0.568,31.822,19.835,23.803,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,30,336,76.669,0.727,-0.594,0.926,0.562,26.061,17.904,20.684,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,31,357,78.426,0.652,-0.196,0.927,0.575,26.022,19.724,21.32,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,32,326,84.569,0.907,1.017,0.924,0.424,33.541,14.121,20.373,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,33,522,98.326,0.785,1.076,0.951,0.597,34.516,21.365,25.78,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,34,16,14.45,0.949,0.685,0.842,0.444,8.337,2.621,4.514,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,35,195,61.284,0.875,1.512,0.924,0.602,23.924,11.602,15.757,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,36,52,31.971,0.951,-1.105,0.825,0.413,15.368,4.753,8.137,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,37,102,47.763,0.948,1.48,0.843,0.554,21.318,6.784,11.396,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,38,207,64.491,0.878,1.502,0.928,0.616,24.932,11.927,16.235,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,39,149,55.627,0.931,1.333,0.898,0.542,23.889,8.745,13.774,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,40,58,33.556,0.943,-1.134,0.879,0.518,15.488,5.146,8.593,27,41,37702,14054,0.7284566040652292
img07.bmp,bottom_right,void,41,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596,27,41,37702,14054,0.7284566040652292
img08.bmp,top_left,part,0,36573,4170.845,0.117,-0.669,0.736,0.722,278.836,276.906,215.792,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,1,104,38.971,0.731,-1.413,0.929,0.693,14.338,9.785,11.507,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,2,112,49.213,0.934,-1.326,0.875,0.533,21.024,7.533,11.942,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,3,239,75.355,0.946,-1.298,0.902,0.498,32.068,10.392,17.444,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,4,222,65.213,0.883,-1.478,0.925,0.657,25.705,12.072,16.812,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,5,170,56.527,0.89,0.957,0.939,0.5,22.863,10.427,14.712,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,6,207,70.527,0.943,-1.332,0.908,0.514,29.539,9.859,16.235,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,7,372,76.426,0.2,0.821,0.951,0.62,23.041,22.574,21.763,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,8,396,81.255,0.517,1.154,0.947,0.587,25.512,21.841,22.454,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,9,368,80.77,0.744,0.232,0.934,0.604,28.062,18.739,21.646,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,10,327,83.154,0.91,-0.829,0.934,0.418,33.422,13.85,20.405,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,11,478,89.74,0.655,0.935,0.948,0.569,29.85,22.546,24.67,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,12,396,103.497,0.943,0.211,0.906,0.463,41.799,13.955,22.454,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,13,268,88.113,0.966,0.192,0.887,0.491,38.116,9.903,18.472,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,14,402,92.426,0.896,-1.296,0.931,0.543,35.974,15.989,22.624,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,15,183,68.219,0.957,-0.932,0.915,0.37,29.731,8.627,15.264,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,16,653,109.397,0.759,-1.291,0.946,0.563,37.889,24.663,28.834,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,17,651,117.397,0.888,-1.131,0.937,0.51,45.005,20.704,28.79,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,18,297,77.012,0.897,0.597,0.94,0.524,30.778,13.623,19.446,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,19,656,117.154,0.89,-1.17,0.937,0.532,45.282,20.637,28.901,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,20,192,59.799,0.91,-0.079,0.937,0.698,25.077,10.381,15.635,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,21,457,85.255,0.412,0.462,0.952,0.628,26.498,24.139,24.122,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,22,403,81.841,0.766,0.924,0.95,0.597,29.452,18.943,22.652,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,23,442,89.598,0.796,0.538,0.946,0.594,32.51,19.68,23.723,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,24,420,84.426,0.77,1.46,0.95,0.625,30.281,19.332,23.125,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,25,394,87.255,0.851,1.195,0.94,0.543,32.574,17.115,22.398,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,26,104,41.556,0.846,0.089,0.904,0.65,16.465,8.779,11.507,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,27,489,92.083,0.528,0.513,0.935,0.582,28.841,24.497,24.952,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,28,407,84.426,0.783,0.607,0.953,0.581,30.365,18.883,22.764,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,29,131,49.799,0.916,-0.242,0.916,0.624,21.076,8.451,12.915,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,30,437,84.083,0.632,-0.345,0.958,0.607,28.188,21.854,23.588,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,31,477,89.255,0.689,0.337,0.941,0.621,30.581,22.169,24.644,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,32,357,90.225,0.91,0.979,0.937,0.404,35.728,14.798,21.32,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,33,540,96.912,0.779,0.943,0.963,0.584,35.161,22.027,26.221,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,34,254,67.941,0.871,1.361,0.941,0.605,27.124,13.302,17.983,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,35,158,53.698,0.846,-1.241,0.913,0.537,20.454,10.89,14.184,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,36,132,54.627,0.935,1.512,0.874,0.611,23.545,8.33,12.964,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,37,294,70.77,0.815,1.29,0.955,0.618,26.799,15.517,19.348,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,38,214,66.77,0.926,1.242,0.93,0.492,28.317,10.693,16.507,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,39,170,55.113,0.826,-1.219,0.919,0.552,20.519,11.577,14.712,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,40,24,16.728,0.963,0.886,0.96,0.381,10.69,2.871,5.528,28,41,36573,14503,0.716050591275746
img08.bmp,top_left,void,41,49,34.107,0.975,1.366,0.817,0.51,17.13,3.82,7.899,28,41,36573,14503,0.716050591275746
img08.bmp,bottom_left,part,0,37306,4236.644,0.159,-1.111,0.738,0.721,281.087,277.529,217.944,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,1,162,53.213,0.728,1.301,0.91,0.609,18.562,12.722,14.362,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,2,152,56.627,0.919,-1.269,0.894,0.551,23.363,9.209,13.912,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,3,366,87.841,0.888,-1.335,0.917,0.535,34.008,15.611,21.587,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,4,273,73.284,0.841,-1.411,0.913,0.609,26.909,14.568,18.644,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,5,211,58.87,0.808,0.895,0.959,0.617,22.281,13.118,16.391,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,6,51,34.042,0.974,0.864,0.895,0.357,16.957,3.872,8.058,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,7,276,81.355,0.932,-1.356,0.911,0.526,32.94,11.961,18.746,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,8,395,79.355,0.462,0.12,0.945,0.661,24.983,22.151,22.426,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,9,427,83.255,0.519,0.875,0.945,0.608,26.472,22.628,23.317,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,10,29,21.314,0.961,0.609,0.829,0.414,11.845,3.267,6.077,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,11,393,85.355,0.748,0.137,0.945,0.624,29.139,19.325,22.369,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,12,376,87.74,0.882,-0.812,0.926,0.463,33.6,15.851,21.88,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,13,508,90.912,0.604,0.874,0.942,0.626,29.667,23.645,25.432,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,14,266,90.527,0.97,0.174,0.869,0.487,39.598,9.64,18.403,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,15,414,106.634,0.943,0.175,0.883,0.474,42.599,14.151,22.959,29,42,37306,14906,0.7145100743124186
img08.bmp,bottom_left,void,16,419,94.669,0.881,-1.331,0.909,0.539,35.65,16.883,23.097,29,42,37306,14906,0.7145100743124186
